id,created_at,active,score,wins,losses,content,imageUrl,user_created
64845,"2024-11-07T08:58:10.897Z",true,49.54128440366973,107,109,"Enable filtering in the feed by skate style, location, and more.","",false
64848,"2024-11-07T08:58:10.908Z",true,48.9010989010989,88,92,"Allow users to join and promote local skating crews.","",false
64853,"2024-11-07T08:58:10.927Z",true,48.61111111111111,104,110,"Provide recommendations for popular skating spots.","",false
64793,"2024-11-07T08:58:10.740Z",true,48.292682926829265,98,105,"Enable adding sessions manually without GPS data if recording was missed.","",false
64830,"2024-11-07T08:58:10.847Z",true,48.258706467661696,96,103,"Provide options to remove the last few meters of a tracked route to obscure home location.","",false
64835,"2024-11-07T08:58:10.862Z",true,47.136563876651984,106,119,"Mark skate spots by difficulty level (e.g., red for difficult, green for all levels).","",false
64788,"2024-11-07T08:58:10.726Z",true,46.63212435233161,89,102,"Provide an option to manually add session location and duration for privacy or other reasons.","",false
64802,"2024-11-07T08:58:10.765Z",true,46.330275229357795,100,116,"Include a checklist of roller skate and inline tricks that users can track as they learn.","",false
64864,"2024-11-07T08:58:10.969Z",true,46.22641509433962,97,113,"Enable tagging friends in sessions.","",false
64847,"2024-11-07T08:58:10.904Z",true,46.19047619047619,96,112,"Enable chatting with friends in the app.","",false
64795,"2024-11-07T08:58:10.746Z",true,46.07843137254902,93,109,"Provide real-time tracking so users can see distance skated without finalizing the session.","",false
64799,"2024-11-07T08:58:10.756Z",true,46.0377358490566,121,142,"Display city/country on public profiles to help users find local skaters.","",false
64843,"2024-11-07T08:58:10.891Z",true,45.45454545454545,94,113,"Include an annual calendar of skate events and festivals worldwide.","",false
64798,"2024-11-07T08:58:10.754Z",true,44.339622641509436,93,117,"Add icons for skate styles (derby, freestyle, street, etc.) next to profile pictures.","",false
64818,"2024-11-07T08:58:10.812Z",true,44.32432432432433,81,102,"Display skater location (country, area) to help people connect.","",false
64819,"2024-11-07T08:58:10.815Z",true,44.1747572815534,90,114,"Provide short “how-to” video clips for trick practice.","",false
64851,"2024-11-07T08:58:10.920Z",true,44.09090909090909,96,122,"Enable users to create events and allow RSVP registration.","",false
64811,"2024-11-07T08:58:10.791Z",true,43.91534391534391,82,105,"Allow editing of skated times if the app was turned on halfway through a session.","",false
64812,"2024-11-07T08:58:10.794Z",true,43.81443298969072,84,108,"Provide an option to delete a route if it was started by accident.","",false
64789,"2024-11-07T08:58:10.729Z",true,43.39622641509434,91,119,"Add visual goals and tracking for tricks. Users could list tricks they want to learn and check them off when completed.","",false
64862,"2024-11-07T08:58:10.961Z",true,42.780748663101605,79,106,"Add a feature for skaters to log skate locations with address, notes, and more.","",false
64839,"2024-11-07T08:58:10.877Z",true,42.211055276381906,83,114,"Add filters for skate spots based on terrain, hills, or ramps.","",false
64833,"2024-11-07T08:58:10.856Z",true,42.10526315789473,87,120,"Include stats showing total distance skated in a session.","",false
64829,"2024-11-07T08:58:10.843Z",true,41.284403669724774,89,127,"Add calories burned, fastest speed, and options to adjust stop time for more accurate stats.","",false
64837,"2024-11-07T08:58:10.869Z",true,40.5,80,118,"Track trails and allow filtering by less crowded places.","",false
64836,"2024-11-07T08:58:10.866Z",true,40.19138755980861,83,124,"Add skate park locations.","",false
64821,"2024-11-07T08:58:10.820Z",true,39.473684210526315,74,114,"Allow editing of session workout times.","",false
64801,"2024-11-07T08:58:10.762Z",true,39.25233644859813,83,129,"Allow users to add different skate types in their profile and select skates for each session.","",false
64806,"2024-11-07T08:58:10.777Z",true,39.15094339622642,82,128,"Include stats like average speed, max speed, and calorie count in the tracking feature.","",false
64863,"2024-11-07T08:58:10.965Z",true,37.15846994535519,67,114,"Add a distance selector in the “Local” tab to define the user’s local area.","",false
64854,"2024-11-07T08:58:10.930Z",true,34.55497382198953,65,124,"Add a place on the profile to list skate models, allowing performance comparisons.","",false
64832,"2024-11-07T08:58:10.853Z",true,33.64485981308411,71,141,"Offer information about different skate styles (artistic, slalom, derby, etc.) to inspire users.","",false
64814,"2024-11-07T08:58:10.800Z",true,32.11009174311927,69,147,"Add dark mode.","",false
64785,"2024-11-07T08:58:10.717Z",true,31.775700934579437,67,145,"Include an “Alert me when I leave” option for stationary activities, so users don’t accidentally leave tracking on and disrupt session data.","",false
64828,"2024-11-07T08:58:10.840Z",true,29.777777777777775,66,157,"Include lock screen notifications when a session is in progress as a reminder.","",false
